283480267   283513349   746331013   283483264   283484618   283520425
283478048,283520425,1
283478281,283513349,1
283478946,283480267,1
283478963,283520425,1
283479750,283520425,1
283480062,283480267,1
283480267,283480267,1
283480479,283480267,1
283480596,283520425,1
283480607,283480267,1
283480731,283520425,1
283480797,283520425,1
283481036,283480267,1
283481100,283520425,1
283481164,283520425,1
283481394,283520425,1
283481778,283520425,1
283481810,283520425,1
283481984,283520425,1
283482214,283520425,1
283482388,283520425,1
283482634,283520425,1
283482758,283483264,1
283482772,283520425,1
283483264,283520425,1
283483306,283520425,1
283483374,283520425,1
283483546,283520425,1
283483644,283480267,1
283483665,283520425,1
283483883,283520425,1
283483995,283520425,1
283484091,283513349,1
283484161,746331013,1
283484309,283520425,1
283484331,283480267,1
283484384,283480267,1
283484600,283520425,1
283484618,283484618,1
283484621,283520425,1
283484740,283513349,1
283484924,283520425,1
283485031,283520425,1
283485173,283483264,1
283485703,283520425,1
283485932,283480267,1
283485942,283520425,1
283485991,283480267,1
283486330,283483264,1
283486711,283520425,1
283487045,283520425,1
283487153,283480267,1
283487170,283520425,1
283487219,283520425,1
283487330,283483264,1
283487338,283520425,1
283487383,283520425,1
283487666,283520425,1
283487696,283520425,1
283487851,283520425,1
283487908,283520425,1
283487931,283520425,1
283488127,283520425,1
283488268,283520425,1
283488684,283520425,1
283489049,283520425,1
283489085,283520425,1
283489143,283520425,1
283489241,283520425,1
283489494,283480267,1
283489514,283520425,1
283489592,283520425,1
283489668,283483264,1
283489867,283520425,1
283489869,283520425,1
283489871,283483264,1
283490592,283480267,1
283490681,283480267,1
283490820,283520425,1
283490830,283480267,1
283490974,283520425,1
283490986,283520425,1
283491008,283520425,1
283491305,283520425,1
283491353,283520425,1
283491750,283520425,1
283491753,283483264,1
283491860,283520425,1
283492107,283484618,1
283492157,283520425,1
283492193,283480267,1
283493190,283520425,1
283493220,283520425,1
283493394,283520425,1
283493457,283520425,1
283493489,283520425,1
283493536,283520425,1
283493593,283520425,1
283493654,283483264,1
283493755,283513349,1
283493872,283520425,1
283493991,283520425,1
283494156,283520425,1
283494237,283520425,1
283494350,283520425,1
283494360,283520425,1
283494384,283520425,1
283494704,283520425,1
283495233,283520425,1
283495664,283520425,1
283495831,283520425,1
283496332,283520425,1
283496632,283520425,1
283496865,283520425,1
283496886,283480267,1
283496945,283520425,1
283497022,283520425,1
283497078,283520425,1
283497113,283520425,1
283497542,283520425,1
283497635,283520425,1
283497809,283520425,1
283497861,746331013,1
283497926,283480267,1
283497973,283480267,1
283498954,283520425,1
283499507,283513349,1
283499540,283520425,1
283499924,283520425,1
283500205,283520425,1
283500442,283520425,1
283500755,283520425,1
283500778,283483264,1
283501267,283520425,1
283501283,283520425,1
283501821,283520425,1
283501835,746331013,1
283502203,283520425,1
283502561,283520425,1
283502786,283520425,1
283502945,283520425,1
283503314,283520425,1
283503648,283520425,1
283503720,283520425,1
283503874,283480267,1
283504017,283520425,1
283504028,283520425,1
283504112,283520425,1
283504357,283483264,1
283504365,283520425,1
283504466,283520425,1
283504572,283520425,1
283504611,283520425,1
283505062,283520425,1
283505182,283520425,1
283505257,283480267,1
283505444,283480267,1
283505542,283520425,1
283505576,283483264,1
283505911,283483264,1
283505971,283520425,1
283506160,283520425,1
283506413,746331013,1
283506762,283520425,1
283506923,283520425,1
283507079,283520425,1
283507112,283513349,1
283507168,283520425,1
283507274,283520425,1
283507325,283520425,1
283507345,283520425,1
283507389,283520425,1
283507431,283520425,1
283508263,283480267,1
283508305,283520425,1
283508311,283480267,1
283508348,283520425,1
283508609,283520425,1
283508716,283483264,1
283508795,283480267,1
283509167,283520425,1
283509269,283520425,1
283509291,283483264,1
283509296,283480267,1
283509399,283520425,1
283509439,283520425,1
283509583,283520425,1
283509739,283520425,1
283509833,283520425,1
283509932,283520425,1
283509961,283520425,1
283510067,283520425,1
283510087,283480267,1
283510190,283520425,1
283510276,283483264,1
283510726,283480267,1
283510733,283520425,1
283510827,283480267,1
283511150,283480267,1
283511249,283520425,1
283511498,283520425,1
283511703,283520425,1
283511799,283520425,1
283512030,283520425,1
283512035,283520425,1
283512036,283520425,1
283512079,283520425,1
283512667,283520425,1
283512881,283520425,1
283512939,283520425,1
283513349,283513349,1
283513388,746331013,1
283513487,283520425,1
283513625,283520425,1
283513673,283520425,1
283513743,283520425,1
283513997,283520425,1
283514108,283480267,1
283514351,283520425,1
283514783,283520425,1
283514849,283520425,1
283514937,283520425,1
283515078,283520425,1
283515084,283520425,1
283515119,283520425,1
283515471,283520425,1
283515637,283520425,1
283516009,283520425,1
283516704,283520425,1
283516734,283480267,1
283516747,283520425,1
283516834,283520425,1
283516844,283483264,1
283516956,283520425,1
283517263,283520425,1
283517429,283520425,1
283517544,283520425,1
283517589,283520425,1
283517605,283513349,1
283517653,283520425,1
283517690,283480267,1
283517728,283520425,1
283518155,283520425,1
283518309,283520425,1
283518409,283520425,1
283518429,283513349,1
283518624,283520425,1
283518729,283520425,1
283518751,283520425,1
283518765,283520425,1
283518799,283520425,1
283518907,283520425,1
283518935,283480267,1
283519331,283520425,1
283519484,283520425,1
283519498,283520425,1
283519656,283520425,1
283519897,283480267,1
283519991,283483264,1
283520013,283520425,1
283520051,283520425,1
283520140,283520425,1
283520425,283520425,1
283520481,283520425,1
283520619,283520425,1
283520651,283520425,1
283521349,283483264,1
283522135,283480267,1
283522435,283520425,1
283522568,283520425,1
283522716,283520425,1
283522789,283520425,1
283522811,283520425,1
283522857,283520425,1
283523208,283480267,1
283523670,283513349,1
283523943,283520425,1
283524150,283520425,1
283524286,283520425,1
300404390,283520425,1
456478772,283520425,1
456478774,283520425,1
456478782,283520425,1
456478786,283520425,1
456478788,283520425,1
456478789,283520425,1
456478790,283520425,1
472715209,283480267,1
491590662,283520425,1
491590664,283520425,1
736904172,283520425,1
737338661,283520425,1
737338752,283483264,1
745980973,283520425,1
745981150,283520425,1
745981200,283520425,1
746330766,283520425,1
746331013,746331013,1
746331291,283520425,1
794470418,283520425,1
794470422,283480267,1
794470434,283520425,1
826954634,283520425,1
831645315,283520425,1
831645319,283520425,1
831645320,283520425,1
841447541,283520425,1
841447546,283520425,1
1172194593,283484618,1
1195824056,283483264,1
1198241294,283520425,1
1198241350,283520425,1
1198241653,283520425,1
1198241781,283520425,1
1200353105,283520425,1
1200586048,283520425,1
1200586097,283520425,1
1200586458,283520425,1
1201033056,283520425,1
1202147843,283520425,1
1202148199,283520425,1
1202149094,283520425,1
1202149880,283520425,1
1202150574,283520425,1
1202266058,283520425,1
1202344603,283480267,1
1367207717,283520425,1
1710817967,283520425,1
1710817975,283520425,1
1711905149,283520425,1
1711905150,283520425,1
1711905152,283520425,1
1711905153,283520425,1
1711905154,283483264,1
1711905162,283483264,1
1712001158,283520425,1
1712001161,283520425,1
1712001164,283520425,1
1712001167,283520425,1
1712001168,283520425,1
1751388293,283520425,1
1754378571,283520425,1
1754378572,283520425,1
1820460769,283520425,1
2838694831,283520425,1
