283502786   283523670   283517728   283514108   283492107   283504611
283478048,283504611,1
283478281,283523670,1
283478946,283514108,1
283478963,283517728,1
283479750,283502786,1
283480062,283514108,1
283480267,283514108,1
283480479,283514108,1
283480596,283504611,1
283480607,283514108,1
283480731,283504611,1
283480797,283504611,1
283481036,283514108,1
283481100,283517728,1
283481164,283517728,1
283481394,283504611,1
283481778,283517728,1
283481810,283517728,1
283481984,283504611,1
283482214,283517728,1
283482388,283504611,1
283482634,283517728,1
283482758,283502786,1
283482772,283504611,1
283483264,283502786,1
283483306,283517728,1
283483374,283502786,1
283483546,283502786,1
283483644,283514108,1
283483665,283517728,1
283483883,283517728,1
283483995,283517728,1
283484091,283523670,1
283484161,283502786,1
283484309,283517728,1
283484331,283514108,1
283484384,283514108,1
283484600,283504611,1
283484618,283492107,1
283484621,283517728,1
283484740,283523670,1
283484924,283517728,1
283485031,283504611,1
283485173,283517728,1
283485703,283504611,1
283485932,283514108,1
283485942,283502786,1
283485991,283514108,1
283486330,283502786,1
283486711,283517728,1
283487045,283517728,1
283487153,283514108,1
283487170,283517728,1
283487219,283517728,1
283487330,283502786,1
283487338,283504611,1
283487383,283504611,1
283487666,283517728,1
283487696,283504611,1
283487851,283517728,1
283487908,283504611,1
283487931,283504611,1
283488127,283517728,1
283488268,283504611,1
283488684,283504611,1
283489049,283504611,1
283489085,283517728,1
283489143,283502786,1
283489241,283517728,1
283489494,283514108,1
283489514,283517728,1
283489592,283517728,1
283489668,283502786,1
283489867,283517728,1
283489869,283504611,1
283489871,283502786,1
283490592,283514108,1
283490681,283514108,1
283490820,283517728,1
283490830,283514108,1
283490974,283504611,1
283490986,283504611,1
283491008,283517728,1
283491305,283517728,1
283491353,283504611,1
283491750,283504611,1
283491753,283502786,1
283491860,283517728,1
283492107,283492107,1
283492157,283517728,1
283492193,283514108,1
283493190,283504611,1
283493220,283517728,1
283493394,283517728,1
283493457,283504611,1
283493489,283504611,1
283493536,283504611,1
283493593,283502786,1
283493654,283502786,1
283493755,283523670,1
283493872,283517728,1
283493991,283517728,1
283494156,283504611,1
283494237,283504611,1
283494350,283504611,1
283494360,283517728,1
283494384,283504611,1
283494704,283517728,1
283495233,283504611,1
283495664,283517728,1
283495831,283517728,1
283496332,283517728,1
283496632,283517728,1
283496865,283517728,1
283496886,283514108,1
283496945,283517728,1
283497022,283517728,1
283497078,283517728,1
283497113,283517728,1
283497542,283517728,1
283497635,283504611,1
283497809,283504611,1
283497861,283502786,1
283497926,283514108,1
283497973,283514108,1
283498954,283517728,1
283499507,283523670,1
283499540,283504611,1
283499924,283517728,1
